"","cd_ref","nom_reconnu_ss_auteur","CHOROLOGIE","sexualité","pollinisation","inflorescence","fruit","dissémination","TYPE_BIOLOGIQUE","FORMATION_VEGETALE","CARACT_ECOLOG_HABITAT_OPTI","INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE","SA_CSR","dissemination_compil","pollinisation_compil","famille","nom_valide","tax_type","nbre_obs","annee_min","annee_max"
"300",137520,"Luzula spicata subsp. spicata","arctico-alpin","hermaphrodite","anémogame","cyme de glomérules","capsule","myrmécochore","hces","hémicryptophytaie","pelouses acidophiles arctico-alpines climaciques, chionophobes","Caricetea curvulae subsp. curvulae Braun-Blanquet 1948",NA,"barochore","anémogame","Juncaceae","Luzula spicata subsp. spicata (L.) DC., 1805","P",32,2019,2020
"301",137836,"Minuartia recurva subsp. recurva","orophyte alpien","hermaphrodite","entomogame","cyme bipare","capsule","barochore","csuf","hémicryptophytaie","pelouses acidophiles alpino-alpiennes climaciques, chionophobes","Caricion curvulae subsp. curvulae Braun-Blanquet 1925","css",NA,NA,"Caryophyllaceae","Minuartia recurva subsp. recurva (All.) Schinz & Thell., 1907","P",1,2020,2020
"302",110061,"Omalotheca hoppeana","orophyte méridional","gynodioïque","entomogame, autogame","épi de capitules","akène","barochore","hsto","hémicryptophytaie","pelouses alpines climaciques chionophiles, basophiles","Arabidetalia caeruleae Rübel 1933 ex Nordhagen 1936",NA,"anémochore","entomogame, autogame","Asteraceae","Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. & F.W.Schultz, 1861","P",17,2019,2020
"303",110063,"Omalotheca supina","arctico-alpin","gynodioïque","entomogame, autogame","épi de capitules","akène","barochore","hsto","hémicryptophytaie","pelouses alpines climaciques chionophiles, acidophiles","Salicetalia herbaceae Braun-Blanquet in Braun-Blanquet & Jenny 1926",NA,"anémochore","entomogame, autogame","Asteraceae","Omalotheca supina (L.) DC., 1838","P",44,2019,2020
"304",138547,"Papaver alpinum subsp. alpinum","orophyte alpien","hermaphrodite","entomogame","cyme unipare hélicoïde","capsule",NA,"hros","hémicryptophytaie","grpts vivaces des éboulis basophiles, alpiens, subalpins-alpins, héliophiles","Noccaeion rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Zollitsch 1966",NA,NA,NA,"Papaveraceae","Papaver alpinum subsp. alpinum L., 1753","P",8,2020,2020
"305",973446,"Petrosedum ochroleucum","européen","hermaphrodite","entomogame","cyme multipare","follicule","anémochore","csuf-suc","hémicryptophytaie","lithophytes des dalles basophiles, centro-européennes","Alysso montani - Sedetalia albi (Moravec 1967) Julve 2004 nom. nov. hoc loco",NA,NA,NA,"Crassulaceae","Petrosedum ochroleucum (Chaix) Niederle, 2014","P",1,2019,2019
"306",112816,"Petrosedum rupestre","européen occidental","hermaphrodite","entomogame","cyme multipare","follicule","anémochore","csuf-suc","hémicryptophytaie","lithophytes des dalles horizontales européennes héliophiles, planitiaires à orophiles","Sedo albi - Scleranthetea perennis subsp. perennis (Braun-Blanquet 1955) Julve 2014 cla. nov. hoc loco",NA,NA,NA,"Crassulaceae","Petrosedum rupestre (L.) P.V.Heath, 1987","P",3,2020,2020
"307",717382,"Pilosella glacialis","orophyte alpien","hermaphrodite","apogame","racème de capitules","akène","anémochore","hros","hémicryptophytaie","pelouses acidophiles alpino-alpiennes climaciques, chionophobes","Caricion curvulae subsp. curvulae Braun-Blanquet 1925","crs","anémochore","apogame","Asteraceae","Pilosella glacialis (Reyn. ex Lachen.) F.W.Schultz & Sch.Bip., 1862","P",2,2019,2019
"308",715557,"Pilosella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"anémochore","apogame","Asteraceae","Pilosella Hill, 1756","P",5,2019,2020
"309",718390,"Pilosella peleteriana subsp. peleteriana","européen","hermaphrodite","apogame","capitule simple","akène","anémochore","hros","hémicryptophytaie","pelouses arénicoles basophiles, médio-européennes occidentales, mésoxérophiles","Koelerio macranthae - Phleetalia phleoidis Korneck 1974","crs","anémochore","apogame","Asteraceae","Pilosella peleteriana subsp. peleteriana (Mérat) F.W.Schultz & Sch.Bip., 1862","P",1,2020,2020
"310",149728,"Poa nemoralis var. glauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poaceae","Poa nemoralis var. glauca Gaudin, 1811","P",2,2020,2020
"311",115470,"Potentilla erecta","eurasiatique","hermaphrodite","entomogame","cyme unipare hélicoïde","akène","barochore","heri","hémicryptophytaie","pelouses acidophiles médio-européennes, planitiaires-collinéennes","Nardetalia strictae Oberdorfer 1949 em. de Foucault 1994","crs","barochore","entomogame","Rosaceae","Potentilla erecta (L.) Raeusch., 1797","P",1,2019,2019
"312",119754,"Sabulina verna","arctico-alpin","gynodioïque","entomogame","cyme bipare","capsule","anémochore","hces","hémicryptophytaie","pelouses basophiles arctico-alpines climaciques, chionophobes, holarctiques","Caricetea rupestro - myosuroidis Ohba 1974",NA,NA,NA,"Caryophyllaceae","Sabulina verna (L.) Rchb., 1832","P",17,2019,2020
"313",197334,"Salix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"anémochore","anémogame","Salicaceae","Salix L., 1753","P",7,2019,2020
"314",151113,"Salix repens var. repens","eurasiatique","dioïque","anémogame","épi simple","capsule","anémochore","Cfru-cad","magnochaméphytaie","landes acidophiles hygrophiles, boréales à montagnardes, plus ou moins tourbeuses","Ledetalia palustris Nordhagen 1936",NA,"anémochore","anémogame","Salicaceae","Salix repens var. repens L., 1753","P",1,2019,2019
"315",140918,"Sempervivum montanum subsp. montanum","orophyte méridional","hermaphrodite","entomogame","cyme capituliforme","follicule","barochore","ccou-suc","hémicryptophytaie","lithophytes des dalles acidophiles montagnardes","Atociono rupestris - Sempervivetalia montani de Foucault 1999",NA,NA,NA,"Crassulaceae","Sempervivum montanum subsp. montanum L., 1753","P",1,2020,2020
"316",613604,"Sempervivum montanum var. burnatii","orophyte alpien mérid.","hermaphrodite","entomogame","cyme capituliforme","follicule","barochore","ccou-suc","hémicryptophytaie","lithophytes des dalles acidophiles montagnardes, des Alpes","Sempervivion arachnoidei (de Foucault 1999) Julve 2003 all. nov. prov. hoc loco",NA,"barochore","entomogame","Crassulaceae","Sempervivum montanum var. burnatii (Wettst. ex Hayek) Praeger, 1932","P",27,2019,2020
"317",141108,"Silene acaulis subsp. acaulis","arctico-alpin","hermaphrodite","entomogame","cyme bipare","capsule","anémochore","ccou","hémicryptophytaie","pelouses basophiles arctico-alpines climaciques, chionophobes, holarctiques","Caricetea rupestro - myosuroidis Ohba 1974","css","barochore","entomogame","Caryophyllaceae","Silene acaulis subsp. acaulis (L.) Jacq., 1762","P",7,2019,2020
"318",141182,"Silene nutans subsp. nutans","européen tempéré","hermaphrodite","entomogame","cyme bipare","capsule","anémochore","heri","hémicryptophytaie","ourlets externes acidophiles des dalles héliophiles","Silenion nutantis Catteau 2012 in prep.","ccs","barochore","entomogame","Caryophyllaceae","Silene nutans subsp. nutans L., 1753","P",1,2019,2019
"319",141317,"Sorbus aucuparia subsp. aucuparia","eurasiatique","hermaphrodite","entomogame","corymbe","drupe","endozoochore","a-cad","magnophanérophytaie","associations arborescentes de nomades à bois tendres, pionniers des climax caducifoliés et sempervirents du tempéré modal et du tempéré froid eurasiatiques, planitiaires à boréo-subalpins, sur sols oligotrophes à mésotrophes","Betulo pendulae - Populetalia tremulae Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001",NA,"endozoochore","entomogame","Rosaceae","Sorbus aucuparia subsp. aucuparia L., 1753","P",4,2019,2019
"320",198226,"Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"anémochore","apogame","Asteraceae","Taraxacum F.H.Wigg., 1780","P",22,2019,2020
"321",717630,"Taraxacum officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"anémochore","apogame","Asteraceae","Taraxacum officinale F.H.Wigg., 1780","P",4,2019,2019
"322",198449,"Thymus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"épizoochore","entomogame","Lamiaceae","Thymus L., 1753","P",1,2019,2019
"323",126564,"Thymus praecox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"barochore","entomogame","Lamiaceae","Thymus praecox Opiz, 1824","P",3,2019,2019
"324",198631,"Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"épizoochore","entomogame","Fabaceae","Trifolium L., 1753","P",1,2020,2020
"325",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zz Mousses",NA,1,2020,2020
"326",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZZ non rattachable",NA,3,2020,2020
"327",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZZ relevé sans végétation",NA,30,2019,2020
"328",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zz Taxon à vérifier",NA,1,2020,2020
