cd_ref,famille,nom_valide,nom_cite,cd_nom,nom_reconnu,nom_reconnu_ss_date,nom_reconnu_ss_auteur,ID,rang_taxinomique,N°_Taxinomique_BDNFF,N°_Nomenclatural_BDNFF,code_CATMINAT,NOM_SCIENTIFIQUE,CHOROLOGIE,inflorescence,sexualité,ordre_maturation,pollinisation,fruit,dissémination,couleur_fleur,macule,floraison,type_ligneux,Champ17,TYPE_BIOLOGIQUE,FORMATION_VEGETALE,CARACT_ECOLOG_HABITAT_OPTI,INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE,INDICATION_CARACTERISTIQUE_TRANSGRESSIVE,INDICATION_DIFFERENTIELLE_1,INDICATION_DIFFERENTIELLE_2,INDICATION_DIFFERENTIELLE_3,Lumière,Température,Continentalité,Humidité_atmosphérique,Humidité_édaphique,Réaction_du_sol_(pH),Niveau_trophique,Salinité,Texture,Matière_organique,Lichtzahl,Temperaturzahl,Kontinentalität,Feuchtzahl,Reaktionszahl,Nutrients,Salz,CLASSE_(-opsida),SUBCLASSE_(-idae),Clade_intermédiaire,SUPERORDRE_(-anae),Champ47,Champ48,Champ49,ORDRE_(-ales),FAMILLE_(-aceae),numSpA,numSpB,numSpH,nomA,nomB,nomH
99910,Gentianaceae,"Gentiana nivalis L., 1753","Gentiana nivalis L., 1753",99910,"Gentiana nivalis L., 1753",Gentiana nivalis L.,Gentiana nivalis,3448,esp,3364,29784,11/7.,Gentiana nivalis L.,arctico-alpin,cyme unipare hélicoïde,hermaphrodite,,autogame,capsule,épizoochore,bleu,,8-Jul,,,test,hémicryptophytaie,"pelouses basophiles arctico-alpines climaciques, chionophobes, holarctiques",Caricetea rupestro - myosuroidis Ohba 1974,,,,,9,1,4,5,5,7,3,0,5,7,9,1,2,5,7,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Gentianales,Gentianaceae,0,0,2382,,,Gentiana nivalis
99928,Gentianaceae,"Gentiana punctata L., 1753",Gentiana punctata L.,99928,"Gentiana punctata L., 1753",Gentiana punctata L.,Gentiana punctata,3452,esp,3370,29816,09/1.0.2,Gentiana punctata L.,orophyte méridional,glomérules,hermaphrodite,,entomogame,capsule,barochore,bleu,,,,,hros,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,,,,8,2,4,6,5,2,2,0,3,4,8,2,4,5,2,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Gentianales,Gentianaceae,0,0,2364,,,Gentiana punctata
99982,Gentianaceae,"Gentianella campestris (L.) Börner, 1912","Gentiana campestris L., 1753",99872,"Gentianella campestris (L.) Börner, 1912",Gentianella campestris (L.) Börner,Gentianella campestris,3466,esp,3382,29869,09/1.0.1,Gentianella campestris (L.) Börner,européen,cyme bipare,hermaphrodite,,entomogame,capsule,barochore,bleu,,9-Jun,,,test(hbis),hémicryptophytaie,"pelouses acidophiles médio-européennes, planitiaires-collinéennes",Nardetalia strictae Oberdorfer 1949 em. de Foucault 1994,,,,,8,5,5,5,5,4,2,0,4,5,8,,2,5,4,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Gentianales,Gentianaceae,0,0,2386,,,Gentianella campestris
100160,Geraniaceae,"Geranium sylvaticum L., 1753","Geranium sylvaticum L., 1753",100160,"Geranium sylvaticum L., 1753",Geranium sylvaticum L.,Geranium sylvaticum,3502,esp,3441,30077,05/2.0.3.0.1,Geranium sylvaticum L.,orophyte eurasiatique,racème de cymes unipares hélicoïdes,hermaphrodite,,entomogame,capsule,épizoochore,rose,,8-Jun,,,Heri,hémicryptophytaie,mégaphorbiaies boréomontagnardes,Filipendulo ulmariae - Cirsion rivularis de Foucault 1984 em. Passarge 1988,,,,,5,3,6,8,7,7,7,0,1,8,6,4,4,6,6,7,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Geraniales,Geraniaceae,0,0,1897,,,Geranium sylvaticum
100208,Rosaceae,"Geum montanum L., 1753","Geum montanum L., 1753",100208,"Geum montanum L., 1753",Geum montanum L.,Geum montanum,3509,esp,4753,30124,09/1.0.2,Geum montanum L.,orophyte méridional,cyme unipare hélicoïde,hermaphrodite,,entomogame,akène,épizoochore,jaune,,8-Jul,,,hces,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,Sedo alpestris - Phleion parviceptis Gamisans 1975 ex 1977,,,,7,2,3,6,5,2,2,0,5,5,7,2,2,5,2,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Rosales,Rosaceae,0,0,1559,,,Geum montanum
100214,Rosaceae,"Geum reptans L., 1753","Geum reptans L., 1753",100214,"Geum reptans L., 1753",Geum reptans L.,Geum reptans,3511,esp,4755,30134,08/20.0.1,Geum reptans L.,orophyte méridional,cyme unipare hélicoïde,hermaphrodite,,entomogame,akène,épizoochore,jaune,,8-Jul,,,hsto,hémicryptophytaie,"grpts vivaces des éboulis médio-européens orophiles, acidophiles",Androsacetalia alpinae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,9,1,8,5,5,2,2,0,7,1,9,1,4,5,2,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Rosales,Rosaceae,0,0,1400,,,Hugueninia tanacetifolia
100636,Cystopteridaceae,"Gymnocarpium dryopteris (L.) Newman, 1851","Gymnocarpium dryopteris (L.) Newman, 1851",100636,"Gymnocarpium dryopteris (L.) Newman, 1851",Gymnocarpium dryopteris (L.) Newman,Gymnocarpium dryopteris,3588,esp,7472,30719,10/3.0.2.0.2,Gymnocarpium dryopteris (L.) Newman,circumboréal septentrional,,monoïque,,hydrogame,,anémochore,,,9-Jun,,,grhi,hémicryptophytaie,"sous-bois herbacés acidophiles, boréomontagnards à centro-européens, psychrophiles",Luzulion luzuloidis Julve 1993,,,,,3,5,5,6,5,4,5,0,3,5,3,4,5,6,4,5,0,Polypodiopsida,Polypodiidae,,Filicanae,,,,Filicales s. l.,Woodsiaceae,0,0,18,,,Gymnocarpium dryopteris
101394,Caryophyllaceae,"Herniaria alpina Chaix, 1785","Herniaria alpina Chaix, 1785",101394,"Herniaria alpina Chaix, 1785",Herniaria alpina Chaix,Herniaria alpina,3702,esp,2088,31773,11/5.0.1,Herniaria alpina Chaix,orophyte méridional,glomérules,hermaphrodite,,entomogame,capsule,barochore,vert,,9-Jul,,,csuf,hémicryptophytaie,"pelouses acidophiles alpines climaciques, chionophobes",Caricetalia curvulae subsp. curvulae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,1,4,5,5,2,2,0,3,1,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Caryophyllanae,,,,Caryophyllales,Caryophyllaceae,0,0,1083,,,Herniaria alpina
101755,Asteraceae,"Hieracium caesioides Arv.-Touv., 1876",Hieracium caesioides,101755,"Hieracium caesioides Arv.-Touv., 1876",Hieracium caesioides Arv.-Touv.,Hieracium caesioides,3753,esp,868,32483,08/2.2.1,Hieracium caesioides Arv.-Touv.,orophyte alpien mérid.,,hermaphrodite,,apogame,akène,anémochore,jaune,,,,,heri,hémicryptophytaie,"lithophytes des dalles en pente de falaises basophiles, orophiles",Potentilletalia caulescentis Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,16901,,,Hieracium burnatii
102078,Asteraceae,"Hieracium intybaceum All., 1773","Hieracium intybaceum All., 1773",102078,"Hieracium intybaceum All., 1773",Hieracium intybaceum All.,Hieracium intybaceum,3823,esp,926,33134,08/2.1.1.0.5,Hieracium intybaceum All.,orophyte alpien,racème de capitules,hermaphrodite,,apogame,akène,anémochore,jaune,,9-Aug,,,heri,hémicryptophytaie,"lithophytes des replats de falaises européennes, acidophiles, subalpines à alpines, alpiennes",Androsacion vandellii Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,2,6,5,4,3,2,0,8,1,8,3,2,4,4,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,16933,,,Hieracium dasytrichum
102235,Asteraceae,"Hieracium murorum L., 1753","Hieracium murorum L., 1753",102235,"Hieracium murorum L., 1753",Hieracium murorum L.,Hieracium murorum,3859,esp,933,33496,10/1.0.1,Hieracium murorum L.,eurasiatique,racème de capitules,hermaphrodite,,apogame,akène,anémochore,jaune,,8-May,,,hros,hémicryptophytaie,ourlets externes acidophiles médio-européens,Melampyro pratensis - Holcetalia mollis Passarge 1967,,,,,6,5,4,5,5,4,4,0,4,5,4,,3,5,5,4,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3350,,,Hieracium murorum
102350,Asteraceae,"Hieracium piliferum Hoppe, 1799",Hieracium piliferum Hoppe,102350,"Hieracium piliferum Hoppe, 1799",Hieracium piliferum Hoppe,Hieracium piliferum,3889,esp,938,33785,11/5.0.1.0.1,Hieracium piliferum Hoppe,orophyte méridional,capitule simple,hermaphrodite,,apogame,akène,anémochore,jaune,,8-Jul,,,hros,hémicryptophytaie,"pelouses acidophiles alpino-alpiennes climaciques, chionophobes",Caricion curvulae subsp. curvulae Braun-Blanquet 1925,,,,,8,2,4,4,5,1,1,0,5,1,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,4533,,,Hieracium piliferum
102701,Asteraceae,"Hieracium villosum Jacq., 1762","Hieracium villosum Jacq., 1762",102701,"Hieracium villosum Jacq., 1762",Hieracium villosum Jacq.,Hieracium villosum,3954,esp,948,34559,09/20.,Hieracium villosum Jacq.,orophyte méridional,racème de capitules,hermaphrodite,,apogame,akène,anémochore,jaune,,8-Jul,,,hros,hémicryptophytaie,"pelouses basophiles subalpines, pionnières, chionophiles",Seslerietea caeruleae Braun-Blanquet 1948 em. Oberdorfer 1978,,,,,9,2,5,4,5,9,3,0,3,2,9,2,4,5,9,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3341,,,Hieracium villosum
102842,Fabaceae,"Hippocrepis comosa L., 1753","Hippocrepis comosa L., 1753",102842,"Hippocrepis comosa L., 1753",Hippocrepis comosa L.,Hippocrepis comosa,3969,esp,2929,32067,09/3.,Hippocrepis comosa L.,européen méridional,ombelle simple,hermaphrodite,,entomogame,gousse,épizoochore,jaune,,7-Apr,,,csuf,hémicryptophytaie,pelouses basophiles médio-européennes et nevado-illyriennes,Festuco valesiacae - Bromopsidetea erectae Braun-Blanquet & Tüxen 1943 em. Royer 1987,,,,,7,5,4,3,3,7,2,0,3,2,7,5,2,3,7,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1786,,,Hippocrepis comosa
102925,Asteraceae,"Homogyne alpina (L.) Cass., 1821","Homogyne alpina (L.) Cass., 1821",102925,"Homogyne alpina (L.) Cass., 1821",Homogyne alpina (L.) Cass.,Homogyne alpina,3986,esp,960,34785,09/1.0.2,Homogyne alpina (L.) Cass.,orophyte méridional,capitule simple,hermaphrodite,,entomogame,akène,anémochore,rose,,7-Jun,,,hsto,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,Empetretalia nigri subsp. hermaphroditi Schubert 1960,,,6,3,5,5,6,4,2,0,4,5,6,4,2,6,4,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3038,,,Homogyne alpina
103018,Brassicaceae,"Hornungia alpina (L.) O.Appel, 1997","Hornungia alpina (L.) O.Appel, 1997",103018,"Hornungia alpina (L.) O.Appel, 1997",Hornungia alpina (L.) O.Appel,Hornungia alpina,4012,esp,1693,34941,08/20.0.5.0.2,Hornungia alpina (L.) O.Appel,orophyte méridional,,hermaphrodite,,entomogame,silique,barochore,blanc,,,,,heri,hémicryptophytaie,"grpts vivaces des éboulis grossiers de calcaires compacts, montagnards-subalpins, sciaphiles",Arabidion alpinae Béguin 1970,,,,,5,2,4,5,5,8,3,0,6,2,8,2,2,5,9,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Brassicales,Brassicaceae,0,0,26,,,Dryopteris villarii
103019,Brassicaceae,"Hornungia petraea (L.) Rchb., 1838","Hornungia petraea (L.) Rchb., 1838",103019,"Hornungia petraea (L.) Rchb., 1838",Hornungia petraea (L.) Rchb.,Hornungia petraea,4015,esp,1690,34944,08/71.0.2,Hornungia petraea (L.) Rchb.,européen méridional,racème simple,hermaphrodite,,entomogame,silique,anémochore,blanc,,5-Mar,,,tver,thérophytaie,"annuelles des tonsures basophiles, aéromésohydriques, méso à subméditerranéennes",Brachypodietalia distachyi Rivas-Martínez 1978,,,,,8,6,4,3,3,9,1,0,3,2,8,7,2,2,9,1,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Brassicales,Brassicaceae,0,0,1033,,,Holosteum umbellatum
103034,Lycopodiaceae,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829","Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",103034,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",Huperzia selago (L.) Bernh. ex Schrank & Mart.,Huperzia selago,4021,esp,30169,75177,14/4.0.2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,circumboréal,,monoïque,,hydrogame,,anémochore,,,9-Jun,,"0,15",hsto,parvochaméphytaie,landes acidophiles psychrophiles arctico-alpines à boréo-subalpines,Empetretalia nigri subsp. hermaphroditi Schubert 1960,,,,,5,3,4,5,5,2,4,0,4,6,4,3,3,6,3,5,0,Lycopodiopsida,Lycopodiidae,,,,,,Lycopodiales,Lycopodiaceae,0,0,78,,,Huperzia selago
103316,Hypericaceae,"Hypericum perforatum L., 1753","Hypericum perforatum L., 1753",103316,"Hypericum perforatum L., 1753",Hypericum perforatum L.,Hypericum perforatum,4068,esp,3494,35348,13/27.0.1,Hypericum perforatum L.,cosmopolite,cyme bipare,hermaphrodite,,"entomogame, autogame",capsule,anémochore,jaune,,9-Jun,,,heri,hémicryptophytaie,friches vivaces mésoxérophiles européennes,Artemisietalia vulgaris Lohmeyer in Tüxen 1947,,,,,7,5,5,5,5,6,5,0,4,3,7,6,5,4,6,4,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Hypericaceae,0,0,2023,,,Hypericum perforatum
103578,Apiaceae,"Imperatoria ostruthium L., 1753","Imperatoria ostruthium L., 1753",103578,"Imperatoria ostruthium L., 1753",Imperatoria ostruthium L.,Imperatoria ostruthium,4128,esp,252,35743,05/1.0.1,Imperatoria ostruthium L.,orophyte alpien,ombelle d'ombellules,hermaphrodite,,entomogame,akène,anémochore,blanc,,8-Jun,,,Heri,hémicryptophytaie,mégaphorbiaies subalpines d'Europe occidentale,Adenostyletalia alliariae G. & J. Braun-Blanquet 1931,,,,,7,2,6,8,6,7,7,0,1,8,6,3,2,5,7,7,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Apiales,Apiaceae,0,0,2216,,,Peucedanum ostruthium
610642,Asteraceae,"Jacobaea incana (L.) Veldkamp, 2006","Senecio incanus L., 1753",122632,"Jacobaea incana (L.) Veldkamp, 2006",Jacobaea incana (L.) Veldkamp,Jacobaea incana,4189,esp,30483,102829,11/5.0.1.0.1,Jacobaea incana (L.) Veldkamp,orophyte alpien,corymbe de capitules,hermaphrodite,,"entomogame, autogame",akène,anémochore,jaune,,,,,grhi,hémicryptophytaie,"pelouses acidophiles alpino-alpiennes climaciques, chionophobes",Caricion curvulae subsp. curvulae Braun-Blanquet 1925,,,,,8,2,5,6,5,1,1,0,5,7,8,2,5,5,1,1,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3082,,,Senecio incanus
104221,Juncaceae,"Juncus jacquinii L., 1767","Juncus jacquinii L., 1767",104221,"Juncus jacquinii L., 1767",Juncus jacquinii L.,Juncus jacquinii,4248,esp,6147,36559,11/5.0.1.0.1,Juncus jacquinii L.,orophyte alpien,glomérules,hermaphrodite,,anémogame,capsule,épizoochore,noir,,9-Jul,,,grhi,hémicryptophytaie,"pelouses acidophiles alpino-alpiennes climaciques, chionophobes",Caricion curvulae subsp. curvulae Braun-Blanquet 1925,,,,,9,2,4,6,6,2,1,0,6,1,9,2,4,5,2,1,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Juncaceae,0,0,585,,,Juncus jacquinii
104362,Juncaceae,"Juncus trifidus L., 1753","Juncus trifidus L., 1753",104362,"Juncus trifidus L., 1753",Juncus trifidus L.,Juncus trifidus,4267,esp,6164,36748,11/5.,Juncus trifidus L.,arctico-alpin,glomérules,hermaphrodite,,anémogame,capsule,épizoochore,marron,,9-Jul,,,grhi,hémicryptophytaie,"pelouses acidophiles arctico-alpines climaciques, chionophobes",Caricetea curvulae subsp. curvulae Braun-Blanquet 1948,,,,,8,1,5,6,5,3,2,0,5,7,8,2,3,4,4,2,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Juncaceae,0,0,586,,,Juncus trifidus
104397,Cupressaceae,"Juniperus communis L., 1753","Juniperus communis L., 1753",104397,"Juniperus communis L., 1753",Juniperus communis L.,Juniperus communis,4274,esp,7302,36777,17/6.0.1,Juniperus communis L.,circumboréal,cône,dioïque,,anémogame,baie,endozoochore,"jaune, vert",,5-Apr,arbuste,10,B-semp,microphanérophytaie,"associations arborescentes climaciques des forêts sempervirentes, aciculifoliées, oroméditerranéennes occidentales",σA Juniperetalia thurifero - communis Julve 2016 ord. nov. hoc loco,,,,,8,5,5,4,4,5,3,0,4,2,8,,,4,x,x,0,Pinopsida,Pinidae,,,,,,Pinales,Cupressaceae,7150,101,7126,,Juniperus communis B,Juniperus communis H
136974,Cupressaceae,"Juniperus communis subsp. nana (Hook.) Syme, 1868","Juniperus communis subsp. alpina Čelak., 1867",136968,"Juniperus communis subsp. nana (Hook.) Syme, 1868",Juniperus communis subsp. nana (Hook.) Syme,Juniperus communis subsp. nana,4276,subsp,7304,36783,14/4.0.2.0.1,Juniperus communis subsp. nana (Hook.) Syme,circumboréal,cône,dioïque,,anémogame,baie,endozoochore,"jaune, vert",,7-Jun,sous-arbrisseau,"0,5",Cfru,parvochaméphytaie,"landines alpines à subalpines, des adrets, chionophobes","Juniperion communis subsp. nanae Braun-Blanquet in Braun-Blanquet, Sissingh & Vlieger 1939",,Anthyllidion hermanniae Klein 1972,,,9,2,5,5,4,3,2,0,8,6,9,2,7,4,7,2,0,Pinopsida,Pinidae,,,,,,Pinales,Cupressaceae,0,102,7952,,Juniperus com. nana B,Juniperus com. nana H
105042,Pinaceae,"Larix decidua Mill., 1768","Larix decidua Mill., 1768",105042,"Larix decidua Mill., 1768",Larix decidua Mill.,Larix decidua,4382,esp,30200,75208,17/1.,Larix decidua Mill.,orophyte alpien,cône,monoïque,,anémogame,cône,anémochore,"vert, rose",,6-Apr,arbre,45,A-cad,magnophanérophytaie,"associations arborescentes climaciques des forêts sempervirentes aciculifoliées boréo-subalpines de l'Europe occidentale, sur sols mésotrophes",σA Pino cembrae - Piceetea abietis Julve 1993,,,,,8,2,7,4,4,5,5,0,3,5,-8,,6,4,x,3,0,Pinopsida,Pinidae,,,,,,Pinales,Pinaceae,100,0,0,Larix decidua A,,
105076,Apiaceae,"Laserpitium latifolium L., 1753","Laserpitium latifolium L., 1753",105076,"Laserpitium latifolium L., 1753",Laserpitium latifolium L.,Laserpitium latifolium,4391,esp,204,37735,08/21.0.1.0.6,Laserpitium latifolium L.,européen,ombelle d'ombellules,hermaphrodite,,entomogame,akène,anémochore,blanc,,8-Jul,,,Heri,hémicryptophytaie,"mégaphorbiaies subalpines à montagnardes, mésohydriques, méso-oligotrophiles, basophiles, héliophiles",Calamagrostion variae Sillinger 1932 em. Hadàč & al. 1969,,,,,8,3,5,5,5,7,6,0,3,4,7,4,2,5~,9,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Apiales,Apiaceae,0,0,2916,,,Campanula thyrsoides
105502,Asteraceae,"Leontodon hispidus L., 1753","Leontodon hispidus L., 1753",105502,"Leontodon hispidus L., 1753",Leontodon hispidus L.,Leontodon hispidus,4469,esp,1006,38316,09/3.2,Leontodon hispidus L.,européen,capitule simple,hermaphrodite,,"entomogame, autogame",akène,anémochore,jaune,,9-May,,,hros,hémicryptophytaie,"pelouses basophiles médio-européennes occidentales, mésohydriques à mésohygroclines",Brizo mediae - Plantaginenea mediae Julve 2019 subcla. nov. hoc loco,,,,,8,5,5,4,4,7,4,0,3,2,8,,3,5,7,6,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3263,,,Leontodon hispidus
105765,Asteraceae,"Leucanthemopsis alpina (L.) Heywood, 1975","Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",Leucanthemopsis alpina (L.) Heywood,Leucanthemopsis alpina,4499,esp,1019,38660,11/6.0.1.0.1,Leucanthemopsis alpina (L.) Heywood,orophyte méridional,capitule simple,hermaphrodite,,"entomogame, autogame",akène,barochore,"blanc, jaune",,9-Jul,,,hsto,hémicryptophytaie,"pelouses alpines climaciques chionophiles, acidophiles",Salicion herbaceae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,2,4,7,6,4,5,0,5,7,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3195,,,Leucanthemopsis alpina
106144,Plantaginaceae,"Linaria alpina (L.) Mill., 1768","Linaria alpina (L.) Mill., 1768",106144,"Linaria alpina (L.) Mill., 1768",Linaria alpina (L.) Mill.,Linaria alpina,4596,esp,5357,39172,08/73.,Linaria alpina (L.) Mill.,orophyte méridional,racème capituliforme,hermaphrodite,,entomogame,capsule,barochore,bleu,jaune,9-Jun,,,test(hbis),thérophytaie,annuelles pionnières des éboulis européens,Galeopsietea ladani O. de Bolòs 1968,,,,,9,3,4,5,4,8,2,0,6,3,9,3,4,4,8,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Plantaginaceae,0,0,2500,,,Galeopsis pubescens
106555,Caprifoliaceae,"Lonicera caerulea L., 1753","Lonicera caerulea L., 1753",106555,"Lonicera caerulea L., 1753",Lonicera caerulea L.,Lonicera caerulea,4696,esp,1957,39866,15/4.0.1.0.3,Lonicera caerulea L.,circumboréal,cyme multipare,hermaphrodite,,entomogame,baie,endozoochore,blanc,,7-May,arbrisseau,2,b-cad,nanophanérophytaie,"buissons d'arbrisseaux mésohydriques, des sols stabilisés subalpins",Sorbo mougeotii - Lonicerion alpigenae de Foucault 2012,Franguletea alni Doing 1962,,,,6,3,7,8,8,3,3,0,2,3,5,3,7,8,2,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Dipsacales,Caprifoliaceae,0,2828,7208,,Lonicera caerulea B,Lonicera caerulea H
106653,Fabaceae,"Lotus corniculatus L., 1753","Lotus corniculatus L., 1753",106653,"Lotus corniculatus L., 1753",Lotus corniculatus L.,Lotus corniculatus,4713,esp,2988,39988,09/3.,Lotus corniculatus L.,eurasiatique méridional,ombelle simple,hermaphrodite,,entomogame,gousse,barochore,jaune,,9-May,,,heri,hémicryptophytaie,pelouses basophiles médio-européennes et nevado-illyriennes,Festuco valesiacae - Bromopsidetea erectae Braun-Blanquet & Tüxen 1943 em. Royer 1987,,,,,7,5,5,4,4,7,3,0,3,2,7,,3,4,7,3,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1763,,,Lotus corniculatus
137438,Fabaceae,"Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963","Lotus alpinus (DC.) Schleich. ex Ramond, 1825",106630,"Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963",Lotus corniculatus subsp. alpinus (DC.) Rothm.,Lotus corniculatus subsp. alpinus,4715,subsp,2983,39992,09/1.0.2,Lotus corniculatus subsp. alpinus (DC.) Rothm.,orophyte méridional,ombelle simple,hermaphrodite,,entomogame,gousse,barochore,jaune,noir,,,,hsto,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,,,,8,3,4,6,5,4,2,0,3,4,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1765,,,Lotus alpinus
106812,Juncaceae,"Luzula alpina Hoppe, 1839","Luzula alpina Hoppe, 1839",106812,"Luzula alpina Hoppe, 1839",Luzula alpina Hoppe,Luzula alpina,4756,esp,6167,40225,09/1.0.2.0.3,Luzula alpina Hoppe,orophyte méridional,cyme de glomérules,hermaphrodite,,anémogame,capsule,myrmécochore,,,,,,hces,hémicryptophytaie,"pelouses acidophiles fermées, subalpines à alpines, chionophiles, alpiennes et hercyniennes, des ubacs",Campanulo barbatae - Potentillion aureae de Foucault 1994,,,,,8,1,5,6,4,4,2,0,4,4,,,,,,,,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Juncaceae,0,0,14644,,,Luzula alpina *
106813,Juncaceae,"Luzula alpinopilosa (Chaix) Breistr., 1947","Luzula alpinopilosa (Chaix) Breistr., 1947",106813,"Luzula alpinopilosa (Chaix) Breistr., 1947",Luzula alpinopilosa (Chaix) Breistr.,Luzula alpinopilosa,4757,esp,6168,40226,11/6.0.1,Luzula alpinopilosa (Chaix) Breistr.,eurasiatique,cyme de glomérules,hermaphrodite,,anémogame,capsule,myrmécochore,marron,,9-Jul,,,hces,hémicryptophytaie,"pelouses alpines climaciques chionophiles, acidophiles",Salicetalia herbaceae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,7,2,5,7,7,4,3,0,6,1,7,2,,7,4,3,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Juncaceae,0,0,612,,,Luzula alpinopilosa
106838,Juncaceae,"Luzula lutea (All.) DC., 1805","Luzula lutea (All.) DC., 1805",106838,"Luzula lutea (All.) DC., 1805",Luzula lutea (All.) DC.,Luzula lutea,4764,esp,6176,40283,11/5.0.1,Luzula lutea (All.) DC.,orophyte méridional,cyme de glomérules,hermaphrodite,,anémogame,capsule,myrmécochore,jaune,,8-Jul,,,hces,hémicryptophytaie,"pelouses acidophiles alpines climaciques, chionophobes",Caricetalia curvulae subsp. curvulae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,2,6,3,4,1,1,0,5,1,,,,,,,,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Juncaceae,0,0,605,,,Luzula lutea
