Numéro,_CBNA_presence_base,_CBNA_presence_ZA,_LECA_selection,_Code_taxon_CBNA,_Famille_CBNA,_Genre_CBNA,_libelle_taxon_CBNA,_type_biologiques_CBNA_VALS,_Hauteur_moyenne_CBNA_VALS,mode_dispersion_CBNA_VALS,Mode_dispersion_detail_CBNA,attribut_de_dissemin_CBNA,attribut_de_dissemin_modif_JVE,attribut_de_dissemin_commentaire_CBNA,Vittoz_SD_DispersalType,Vittoz_SD_Height,Vittoz_SD_SeedMass,Vittoz_SD_SLAall,L_Lumière_ellenberg_JVE,L_Lumièrel_ellenberg_Luc,L_Lumière_ellenberg_CBNA,L_Amplitude_Lumière_ellenberg_CBNA,L_Lumière_ellenberg,L_Ellenberg_British,LO_Ellenberg_British,F_Humidité du sol_ellenberg_CBNA,F_Humidité du sol_Landolt_CBNA,F_Ellenberg_British,FO_Ellenberg_British,F_Humidité du sol_ellenberg,N_Nutriments du sol_ellenberg_JVE,N_Nutriments du sol_Landolt_CBNA,N_Ellenberg_British,NO_Ellenberg_British,N_Nutriments du sol_ellenberg,R_Ellenberg_British,RO_Ellenberg_British,S_Ellenberg_British,SO_Ellenberg_British,chorologie_classe_JULVE,phenologie_ordre_de_floraison_JULVE,grand_type_de_formation_JULVE,CD_ref,Code_taxon_num,CBNA,ListeLECA,champs1_Subsp?_,macroclimat_CBNA,microclimat_Temperature_stationnelle_CBNA,libelle_taxon,graine_taille_CBNA,phenologie_fructification_:periode_CBNA,plante_carnivore_CBNA,lian_vrilles_crochet_crampons_CBNA,feuill_succulente_CBNA,tige_succulente_CBNA,feuill_epineuse_CBNA,rameau_ou_tige_epineux_CBNA,rameau_chlorophyllien_CBNA,port_dressé_CBNA,port_rampant_CBNA,port_procombant_CBNA,port_étalé_CBNA,Cycle_mono_ou_polycarpique_CBNA,cycle_maturite_longevite_CBNA,Cycle_classe_d_age_CBNA,classe_d_age_CBNA,diffusion_CBNA,types_morphologiques_de_Barkman_1988,Endemisme_CBNA_VALS,Biologie_type_de_nutrition_CBNA_VALS,Feuillage_caducite_persistance_CBNA,Chorologie_classe_modif_LG,naturalite_habitat_primaire_secondaire_CBNA_en attente,naturalite_habitat_primaire_secondaire_modifs_JVE_en attente,fleur_inflorescence_type_julve_revue_CBNA,fleur_couleur_CBNA,fleur_petale_ornementation_CBNA,fleur_sexualite_CBNA,fruit_type_CBNA_VALS,fruit_couleur_CBNA,gradiant_herbacee_ligneux_CBNA_VALS,Hauteur_fourchette_moyenne_CBNA_VALS,Hauteur_fourchette_exteme_CBNA,phenologie_floraison_ordre_CBNA,phenologie_floraisofeuillaison_ordre_CBNA,phenologie_floraison_periode_CBNA,phenologie_fecondationpollinisation_type_CBNA,indigénat_ZA_CBNA_VALS
50,x,x,x,00799,Asteraceae,Achillea,Achillea odorata L.,HE (et CH),30,barochore,Boleochorie,akène sans attribut,,,,,,,8,$,8,,,,,,2,,,,,,,,,,,,,méditerranéen occidental,,hémicryptophytaie,79915,799,x,x,,2,2,Achillea odorata L.,,,,,,,,,,x,,,,polycarpique,,,3-4,rhizome drageonnant,,,chlorophyllien,hémisempervirent,Méditerranéen,PS,,corymbe de capitules,blanc,,hermaphrodite,akène,,herbacé,20-40,,ECH,CONT,6-7,entomogame,Indigène
51,x,x,x,00801,Asteraceae,Achillea,Achillea ptarmica L.,HE,40,barochore,Boleochorie,akène sans attribut,,,,,,,7,$,7,,,7,8,,4,7,8,,,,3,2,,5,4,0,0,Eurasiatique,,,79921,801,x,x,,4,3,Achillea ptarmica L.,,,,,,,,,,x,,,,polycarpique,,b3,3-4,rhizome drageonnant,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,corymbe de capitules,blanc,,hermaphrodite,akène,,herbacé,25-60,,ECH,CONT,6-9,entomogame,Indigène
52,x,x,,00802,Asteraceae,Achillea,Achillea ptarmica L. subsp. ptarmica,HE,,barochore,,,,,,,,,,,,,,7,8,,,7,8,,,,3,2,,5,4,0,0,,,,,802,NA,,T,4,3,Achillea ptarmica L. subsp. ptarmica,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome drageonnant,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,corymbe de capitules,blanc,,hermaphrodite,akène,,,,,ECH,CONT,6-9,"entomogame, autogame",Indigène
53,,,,00803,,Achillea,Achillea ptarmica L. subsp. ptarmica var. pubescens DC.,HE,,barochore,,,,,,,,,,,,,,7,8,,,7,8,,,,3,2,,5,4,0,0,eurasiatique septentrional,protandre,hémicryptophytaie,,803,NA,,,4,3,Achillea ptarmica L. subsp. ptarmica var. pubescens DC.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome drageonnant,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,corymbe de capitules,blanc,,hermaphrodite,akène,,,,,ECH,CONT,7-9,"entomogame, autogame",Indigène
54,,,,00804,,Achillea,Achillea ptarmica L. subsp. ptarmica var. vulgaris Heimerl,HE,,barochore,,,,,,,,,,,,,8,7,8,,,7,8,8,,,3,2,2,5,4,0,0,eurasiatique septentrional,protandre,hémicryptophytaie,,804,NA,,,4,3,Achillea ptarmica L. subsp. ptarmica var. vulgaris Heimerl,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome drageonnant,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,corymbe de capitules,blanc,,hermaphrodite,akène,,,,,ECH,CONT,7-9,"entomogame, autogame",Indigène
55,x,x,,00805,Asteraceae,Achillea,Achillea ptarmica L. subsp. pyrenaica (Godron) Heimerl,HE,,barochore,,,,,,,,,,,,,,7,8,,,7,8,,,,3,2,,5,4,0,0,orophyte pyrénéo-auvergnat,protandre,hémicryptophytaie,,805,NA,,,4,3,Achillea ptarmica L. subsp. pyrenaica (Godr.) Heimerl,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome drageonnant,,orophyte pyrénéo-auvergnat,chlorophyllien,hémisempervirent,OROPHYTES,P,,corymbe de capitules,blanc et jaune,,hermaphrodite,akène,,,,,ECH,CONT,7-9,"entomogame, autogame",Indigène
56,x,x,x,40145,Asteraceae,Achillea,Achillea roseo-alba Ehrend.,HE (et CH),40,barochore,Boleochorie-Agochorie,akène sans attribut,,,,,,,7,$,7,,,,,,3,,,,,,,,,,,,,Europe,,,79923,40145,x,x,,4,4,Achillea roseo-alba Ehrend.,,,,,,,,,,x,,,,polycarpique,,,3-4,rhizome drageonnant,,,chlorophyllien,hémisempervirent,,P,,corymbe de capitules,"blanc, rose",,hermaphrodite,akène,,herbacé,25-60,,ECH,CONT,,entomogame,Indigène
57,x,x,,40001,Asteraceae,Achillea,Achillea setacea W. et K.,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,européen méridional,protandre,hémicryptophytaie,79927,40001,nr,,,4,2,Achillea setacea Waldst. & Kit.,,,,,,,,,,x,,,,,,,3 ou 4,rhizome drageonnant,,,chlorophyllien,hémisempervirent,Européen,PS,,corymbe de capitules,blanc,,hermaphrodite,akène,,,,,ECH,CONT,7-8,entomogame,Indigène
58,x,x,x,00809,Asteraceae,Achillea,Achillea tomentosa L.,HE (et CH),25,barochore,Boleochorie,akène sans attribut,,,,,,,8,$,8,,,,,,1,,,,,,,,,,,,,européen méridional,,hémicryptophytaie,79939,809,x,x,,1-2,1-2,Achillea tomentosa L.,,,,,,,,,,x,,,,polycarpique,,,3-4,rhizome drageonnant,,,chlorophyllien,hémisempervirent,Européen,P,,corymbe de capitules,jaune,,hermaphrodite,akène,,herbacé,15-30,,ECH,CONT,5-6,entomogame,Indigène
59,,,,00810,,Achillea,Achillea virescens (Fenzl) Heimerl,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,NA,,,,,Achillea virescens (Fenzl) Heimerl,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome drageonnant,,,chlorophyllien,hémisempervirent,,S,,corymbe de capitules,blanc,,hermaphrodite,akène,,,,,ECH,CONT,,entomogame,Exogène
60,x,x,x,15250,Poaceae,Achnatherum,Achnatherum calamagrostis (L.) P. Beauv.,HE,70,anémochore,Pterometeorochorie,Caryopse à plumosité courte et arète courte et lisse,,,NA,70,0.29,NA,8,$,9,,9,,,,2,,,3,,,,,2,,,,,européen méridional,,hémicryptophytaie,79970,15250,x,x,,1-2,1-2,Achnatherum calamagrostis (L.) P.Beauv.,,,,,,,,,,x,,,,polycarpique,,b2,3-4,rejet de touffe,,,chlorophyllien,hémisempervirent,Européen,PS,,panicule d'épillets,blanc,,hermaphrodite,caryopse,,herbacé,50-90,,ECH,CONT,5-8,anémogame,Indigène
9224,x,x,,08440,Lamiaceae,Acinos,Acinos alpinus (L.) Moench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,x,x,x,08441,Lamiaceae,Acinos,Acinos alpinus (L.) Moench subsp. alpinus,HE (et CH),12,barochore,,sans attribut visible,,,,,,,9,$,8,,9,,,,2,,,5,,,,,2,,,,,européen méridional,,hémicryptophytaie,130752,8441,x,x,T,4,3,Acinos alpinus (L.) Moench subsp. alpinus,,,,,,,,,,x,,,,?,,,4,?,,,chlorophyllien,hémisempervirent,Européen,P,,glomérules,rose,,hermaphrodite,akène,,herbacé,5-20,,ECH,CONT,6-8,entomogame,Indigène
62,x,x,,08442,Lamiaceae,Acinos,Acinos alpinus (L.) Moench subsp. meridionalis (Nyman) P.W. Ball,HE,,barochore,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,méditerranéen,,hémicryptophytaie,130753,8442,nr,,,,2,Acinos alpinus (L.) Moench subsp. meridionalis (Nyman) P.W.Ball,,,,,,,,,,x,,,,,,,3 ou 4,?,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,glomérules,rose,,hermaphrodite,akène,,,,,ECH,CONT,6-8,entomogame,Indigène
63,,,,08443,,Acinos,Acinos alpinus (L.) Moench subsp. pyrenaicus (Br.-Bl.) La¡nz,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,,8443,NA,,,,,Acinos alpinus (L.) Moench subsp. pyrenaicus (Braun-Blanq.) Laínz,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,?,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,glomérules,rose,,hermaphrodite,akène,,,,,ECH,CONT,6-8,entomogame,Indigène
9225,x,x,,08444,Lamiaceae,Acinos,Acinos arvensis (Lam.) Dandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,x,x,x,08445,Lamiaceae,Acinos,Acinos arvensis (Lam.) Dandy subsp. arvensis,TH (et CH),15,barochore,,sans attribut visible,,,7,15,0.615533333333333,19.2375,8,$,8,,9,,,,2,,,2,,,,,1,,,,,européen,,thérophytaie,130756,8445,x,x,T,4,2-3,Acinos arvensis (Lam.) Dandy subsp. arvensis,,,,,,,,,,x,,,,monocarpique,,,1,?,,,chlorophyllien,hémisempervirent,Européen,PS,,glomérules,"blanc, rose",,hermaphrodite,akène,,herbacé ? (suffrutescent ?),8-25,,ECH,CONT,5-8,entomogame,Indigène
65,,,,08446,,Acinos,Acinos arvensis (Lam.) Dandy subsp. villosus (Pers.) Sojak,TH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,européen,,thérophytaie,,8446,NA,,,4,,Acinos arvensis (Lam.) Dandy subsp. villosus (Pers.) Soják,,,,,,,,,,x,,,,monocarpique,,,1,?,,,chlorophyllien,hémisempervirent,Européen,P,,glomérules,"blanc, rose",,hermaphrodite,akène,,,,,ECH,CONT,5-8,entomogame,Indigène
66,,,,08447,,Acinos,Acinos corsicus (Pers.) Getliffe,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte corse,,hémicryptophytaie,,8447,NA,,,,,Acinos corsicus (Pers.) Getliffe,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,?,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,glomérules,rose,,hermaphrodite,akène,,,,,ECH,CONT,7-8,entomogame,Indigène
67,x,x,x,10388,Ranunculaceae,Aconitum,Aconitum anthora L.,HE ou GE,60,barochore,Boleochorie,sans attribut visible,,,,,,,6,$,6,,,,,,3,,,,,,,,,,,,,européen méridional,protandre,hémicryptophytaie,80007,10388,x,x,,,2,Aconitum anthora L.,,,,,,,,,,x,,,,polycarpique,,,4,polytuberculé,,,chlorophyllien,hémisempervirent,Européen,P,,racème de racèmes,jaune,,hermaphrodite,follicule,,herbacé,40-70,,ECH,CONT,7-9,entomogame,Indigène
68,x,x,x,10389,Ranunculaceae,Aconitum,Aconitum burnatii G yer subsp. burnati,GE ou HE,100,barochore,Boleochorie,sans attribut visible,,,,,,,7 ou 6,$,7,,,,,,3,,,,,,,,,,,,,orophyte ouest alpien,protandre,,80009,10389,x,x,T,4,3-4,Aconitum burnatii G yer subsp. burnati,,,,,,,,,,x,,,,polycarpique,,,4-5,rhizome épais,,Orophyte ouest alpien,chlorophyllien,hémisempervirent,Orophyte endémique,P,,racème de racèmes,violet,,hermaphrodite,follicule,,herbacé,60-130,,ECH,CONT,7-8,entomogame,Indigène
9249,x,x,,10395,Ranunculaceae,Aconitum,Aconitum lycoctonum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,x,x,x,10396,Ranunculaceae,Aconitum,Aconitum lycoctonum L. subsp. neapolitanum (Ten.) Nyman,GE ou HE,90,barochore,Boleochorie,,,,,,,,5,$,5,,,,,,4,,,,,,,,,,,,,orophyte méridional,protandre,hémicryptophytaie,130772,10396,x,x,T,4,3,Aconitum lycoctonum L. subsp. neapolitanum (Ten.) Nyman,,,,,,,,,,x,,,,,,,3 ou 4,rhizome épais,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,jaune,,hermaphrodite,follicule,,herbacé,70-120,,ECH,CONT,6-8,entomogame,Indigène
70,x,x,x,10398,Ranunculaceae,Aconitum,Aconitum lycoctonum L. subsp. vulparia (Reichenb. ex Sprengel) Nyman,GE ou HE,70,barochore,Boleochorie,sans attribut visible,,,NA,85,NA,25.87,5,$,5,,3,,,,4,,,7,6,,,,8,,,,,eurasiatique,protandre,hémicryptophytaie,130781,10398,x,x,,4,3-4,Aconitum lycoctonum L. subsp. vulparia (Rchb. ex Spreng.) Nyman,,,,,,,,,,x,,,,polycarpique,,,4-5,rhizome épais,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,racème de racèmes,jaune,,hermaphrodite,follicule,,herbacé,50-100,,ECH,CONT,6-8,entomogame,Indigène
9250,x,x,,10401,Ranunculaceae,Aconitum,Aconitum napellus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,10402,,Aconitum,Aconitum napellus L. subsp. corsicum (G yer) Seitz,HE,,barochore,,,,,,,,,,,,,,5,7,,,7,7,,,,6,8,,7,7,0,0,orophyte corse,protandre,hémicryptophytaie,,10402,NA,,,4,,Aconitum napellus L. subsp. corsicum (Gáyer) Seitz,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome épais,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,,,,ECH,CONT,7-9,entomogame,Indigène
72,x,,,10403,,Aconitum,Aconitum napellus L. subsp. lusitanicum Rouy,HE,,barochore,,,,,,,,,,,,,,5,7,,,7,7,,,,6,8,,7,7,0,0,orophyte pyrénéen,protandre,hémicryptophytaie,,,NA,,,,,Aconitum napellus L. subsp. lusitanicum Rouy,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome épais,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,,,,ECH,CONT,7-9,entomogame,Indigène
73,,,,10404,,Aconitum,Aconitum napellus L. subsp. napellus,HE,,barochore,,,,,,,,,,,,,,5,7,,,7,7,,,,6,8,,7,7,0,0,eurasiatique,protandre,hémicryptophytaie,,10404,nr,,,4,,Aconitum napellus L. subsp. napellus,,,,,,,,,,x,,,,,,,3 ou 4,rhizome épais,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,,,,ECH,CONT,7-9,entomogame,Indigène
74,,,,10405,,Aconitum,Aconitum napellus L. subsp. napellus var. giganteum (Thiélens) J. Duvigneaud,HE,,barochore,,,,,,,,,,,,,,5,7,,,7,7,,,,6,8,,7,7,0,0,,protandre,,,10405,NA,,,4,,Aconitum napellus L. subsp. napellus var. giganteum (Thiélens) J. Duvigneaud,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome épais,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,,,,ECH,CONT,,entomogame,Indigène
75,,,,10406,,Aconitum,Aconitum napellus L. subsp. napellus var. napellus,HE,,barochore,,,,,,,,,,,,,,5,7,,,7,7,,,,6,8,,7,7,0,0,,protandre,,,10406,NA,,,4,,Aconitum napellus L. subsp. napellus var. napellus,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome épais,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,,,,ECH,CONT,,entomogame,Indigène
76,x,x,x,10407,Ranunculaceae,Aconitum,Aconitum napellus L. subsp. vulgare Rouy & Fouc.,GE ou HE,90,barochore,,sans attribut visible,,,,,,,7,$,7,,7,5,7,,4,7,7,7,7,,6,8,8,7,7,0,0,orophyte méridional,protandre,hémicryptophytaie,130792,10407,x,x,,4,4,Aconitum napellus L. subsp. vulgare Rouy & Foucaud,,,,,,,,,,x,,,,polycarpique,,,4-5,rhizome épais,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,herbacé,60-130,,ECH,CONT,7-9,entomogame,Indigène
77,x,x,,40213,Ranunculaceae,Aconitum,Aconitum neomontanum Wulfen,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,protandre,,80041,40213,nr,,,4,,Aconitum neomontanum Wulfen,,,,,,,,,,x,,,,,,,3 ou 4,rhizome épais,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,violet,,hermaphrodite,follicule,,,,,ECH,CONT,6-8,entomogame,Indigène
9251,x,x,,10418,Ranunculaceae,Aconitum,Aconitum variegatum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,x,x,x,10419,Ranunculaceae,Aconitum,Aconitum variegatum L. subsp. paniculatum (Arcangeli) Greuter & Burdet,GE ou HE,90,barochore,,sans attribut visible,,,,,,,5 ou 6?,5ok-,5,,6,,,,4,,,6,,,,,7,,,,,,protandre,hémicryptophytaie,130802,10419,x,x,,4,4,Aconitum variegatum L. subsp. paniculatum (Arcang.) Negodi,,,,,,,,,,x,,,,polycarpique,,,4-5,rhizome épais,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,herbacé,60-130,,ECH,CONT,7-8,entomogame,Exogène
79,,,,10420,,Aconitum,Aconitum variegatum L. subsp. pyrenaicum Vivant,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,protandre,hémicryptophytaie,,10420,NA,,,4,,Aconitum variegatum L. subsp. pyrenaicum Vivant & Delay,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome épais,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,,,,ECH,CONT,7-8,entomogame,Indigène
80,x,x,,10422,Ranunculaceae,Aconitum,Aconitum variegatum L. subsp. valesiacum (G yer) Greuter & Burdet,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,protandre,,130805,10422,nr,,T,4,,Aconitum variegatum L. subsp. valesiacum (G yer) Greuter & Burdet,,,,,,,,,,x,,,,,,,3 ou 4,rhizome épais,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,,,,ECH,CONT,,entomogame,Indigène
81,x,x,,10423,Ranunculaceae,Aconitum,Aconitum variegatum L. subsp. variegatum,HE,,barochore,,,,,,,,,,,,,5,,,,3,,,7=,,,,,7,,,,,européen tempéré,protandre,hémicryptophytaie,130806,10423,nr,,T,4,,Aconitum variegatum L. subsp. variegatum,,,,,,,,,,x,,,,,,,3 ou 4,rhizome épais,,,chlorophyllien,hémisempervirent,Européen,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,,,,ECH,CONT,7-8,entomogame,Indigène
82,,,,10426,,Aconitum,Aconitum x-cammarum L.,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,protandre,,,10426,NA,,,4,,Aconitum x-cammarum L.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,rhizome épais,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,bleu,,hermaphrodite,follicule,,,,,ECH,CONT,,entomogame,Indigène
83,x,x,x,13443,Acoraceae,Acorus,Acorus calamus L.,HEL,120,hydrochore,Ethelochorie,?,,,,,,,7,$,7,,8,8,8,,5,1,1,10,,,7,7,7,7,7,0,0,holarctique,protogyne,hémicryptophytaie,80086,13443,x,x,,4,3,Acorus calamus L.,,,,,,,,,,x,,,,polycarpique,,,?,?,,,chlorophyllien,sempervirent,,??,,spadice,jaune,,hermaphrodite,akène,,herbacé,60-180,,,,5-8,entomogame,Exogène
84,,,,00811,,Acroptilon,Acroptilon repens (L.) DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811,NA,,,,,Acroptilon repens (L.) DC.,,,,,,,,,,,,,,,,,,?,,,,,,??,,?,violet,,,,,,,,,,,,Exogène
85,x,x,x,10428,Ranunculaceae,Actaea,Actaea spicata L.,GE ou HE,40,épizoochore,,fruit coloré charnu et noir,,,,,,,3*,3,3 (m) 5 (s),I,3,3,3,,3,5,5,5,,,6,7,7,8,6,0,0,eurasiatique,protogyne,hémicryptophytaie,80137,10428,x,x,,4,3,Actaea spicata L.,,,,,,,,,,x,,,,polycarpique,,,4-5,?,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,racème de racèmes,blanc,,hermaphrodite,baie,noir,herbacé,30-50,,SIM,CONT,5-7,entomogame,Indigène
86,,,,00026,,Actinidia,Actinidia chinensis Planch.,PH,,endozoochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,NA,,,,2,Actinidia chinensis Planch.,,,,x,,,,,,x,,,,,,,6,?,,,chlorophyllien,caduque,,S,,racème simple,blanc,,dioique,baie,marron,,,,SIM,CONT,6,entomogame,Exogène
87,,,,06659,,Adenocarpus,Adenocarpus complicatus (L.) Gay,CH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6659,NA,,,1,,Adenocarpus complicatus (L.) Gay,,,,,,,,x,x,,,x,x,polycarpique,,,4-5,?,,,chlorophyllien,caduque,,P,,racème simple,jaune,,hermaphrodite,gousse,,,,,ECH,CONT,,entomogame,Indigène
88,,,,06661,,Adenocarpus,Adenocarpus complicatus (L.) Gay subsp. complicatus,CH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,chaméphytaie,,6661,NA,,,1-2,,Adenocarpus complicatus (L.) J.Gay subsp. complicatus,,,,,,,,x,x,,,x,x,polycarpique,,,4-5,?,,,chlorophyllien,caduque,Méditerranéen,P,,racème simple,jaune,,hermaphrodite,gousse,,,,,ECH,CONT,5-9,entomogame,Indigène
89,,,,06664,,Adenocarpus,Adenocarpus complicatus (L.) Gay subsp. lainzii Castroviejo,CH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen-atlantique,,chaméphytaie,,6664,NA,,,1-2,,Adenocarpus complicatus (L.) J.Gay subsp. lainzii Castrov.,,,,,,,,x,x,,,x,x,polycarpique,,,4-5,?,,,chlorophyllien,caduque,,P,,racème simple,jaune,,hermaphrodite,gousse,,,,,ECH,CONT,5-9,entomogame,Indigène
90,,,,06668,,Adenocarpus,Adenocarpus telonensis (Loisel.) DC.,CH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen occidental,,chaméphytaie,,6668,nr,,,1-2,,Adenocarpus telonensis (Loisel.) DC.,,,,,,,,x,x,,,x,x,,,,4-5,?,,,chlorophyllien,caduque,Méditerranéen,P,,racème simple,jaune,,hermaphrodite,gousse,,,,,ECH,CONT,5-7,entomogame,Indigène
91,x,x,x,17445,Adiantaceae,Adiantum,Adiantum capillus-veneris L.,HE,18,anémochore,Cystometeorochorie,sans attribut visible,,,NA,NA,NA,NA,4,$,4,,,4,,,4,7,,,,,3,,,8,,0,0,cosmopolite(thermo),,hémicryptophytaie,80198,17445,x,x,,1-2,2-3,Adiantum capillus-veneris L.,,,,,,,,,,x,,,,polycarpique,,b3,3 ou 4,rhizome rampant épais,,,chlorophyllien,hémisempervirent,Cosmopolite,PS,,sporanges,,,,spores,,herbacé,15-20,,,,6-9,,Indigène
92,x,x,x,10429,Ranunculaceae,Adonis,Adonis aestivalis L.,TH,50,barochore,Boleochorie-Speirochorie-Agochorie,,,,NA,50,7.8764,42.07,7,$,7,,,,,,2,,,,,,,,,,,,,eurasiatique,,,80211,10429,x,x,,1-2,1-2,Adonis aestivalis L.,,,,,,,,,,x,,,,monocarpique,1,a1,1,sexuée,,,chlorophyllien,hémisempervirent,Eurasiatique,S,,cyme unipare hélicoïde,rouge,,hermaphrodite,akène,v,herbacé,20-60,,ECH,CONT,5-7,entomogame,Indigène
93,x,x,,10430,Ranunculaceae,Adonis,Adonis aestivalis L. subsp. aestivalis,TH,,barochore,,,,,,,,,,,,,6,,,,2,,,3,,,,,3,,,,,eurasiatique,,thérophytaie,130839,10430,NA,,T,1,2,Adonis aestivalis L. subsp. aestivalis,,,,,,,,,,x,,,,monocarpique,,,1,sexuée,,,chlorophyllien,hémisempervirent,Eurasiatique,S,,cyme unipare hélicoïde,rouge,,hermaphrodite,akène,v,,,,ECH,CONT,5-7,entomogame,Indigène
94,x,x,,10431,Ranunculaceae,Adonis,Adonis aestivalis L. subsp. squarrosa (Steven) Nyman,TH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eurasiatique,,thérophytaie,,10431,NA,,,1,1-2,Adonis aestivalis L. subsp. squarrosa (Steven) Nyman,,,,,,,,,,x,,,,monocarpique,,,1,sexuée,,,chlorophyllien,hémisempervirent,Eurasiatique,S,,cyme unipare hélicoïde,rouge,,hermaphrodite,akène,,,,,ECH,CONT,5-7,entomogame,Indigène
95,x,x,x,10432,Ranunculaceae,Adonis,Adonis annua L.,TH,40,barochore,Boleochorie-Speirochorie,fruits à asperité?,,,,,,,7,$,7,,,7,,,2,4,,,,,4,,,7,,0,0,eurasiatique,,,80212,10432,x,x,,1,1-2,Adonis annua L.,,,,,,,,,,x,,,,monocarpique,1,a1,1,sexuée,,,chlorophyllien,hémisempervirent,Eurasiatique,S,,cyme unipare hélicoïde,rouge,,hermaphrodite,akène,,herbacé,20-50,,ECH,CONT,5-8,entomogame,Indigène
