Code_taxon_CBNA,CD_REF,cdref7,libcdref7,Strategie_CSR,Forme_vie
6533,134362,134362,"Euphorbia dulcis subsp. incompta (Ces.) Nyman, 1890",crs,g
6579,97591,97591,"Euphorbia nicaeensis All., 1785",crs,c-g
6620,97667,97667,"Euphorbia serrata L., 1753",crs,g
6623,97676,97676,"Euphorbia stricta L., 1759",crs,h-t
6623,97676,97676,"Euphorbia stricta L., 1759",crs,h-t
16087,98280,98280,"Festuca heterophylla Lam., 1779",crs,h
16087,98280,98280,"Festuca heterophylla Lam., 1779",crs,h
16087,98280,98280,"Festuca heterophylla Lam., 1779",crs,h
16238,134631,134631,Festuca rubra L. subsp. rubra,crs,h
11142,98718,98718,"Filipendula vulgaris Moench, 1794",crs,h
11142,98718,98718,"Filipendula vulgaris Moench, 1794",crs,h
11142,98718,98718,"Filipendula vulgaris Moench, 1794",crs,h
11149,98830,98830,"Fragaria moschata Weston, 1771",crs,h
11149,98830,98830,"Fragaria moschata Weston, 1771",crs,h
11149,98830,98830,"Fragaria moschata Weston, 1771",crs,h
11151,98865,98865,"Fragaria vesca L., 1753",crs,h
14754,98972,98972,"Fritillaria involucrata All., 1789",crs,g
5861,99028,99028,"Fumana procumbens (Dunal) Gren. & Godr., 1847",crs,z
5861,99028,99028,"Fumana procumbens (Dunal) Gren. & Godr., 1847",crs,z
14782,99180,99180,"Gagea fragifera (Vill.) E.Bayer & G.López, 1989",crs,g
14782,99180,99180,"Gagea fragifera (Vill.) E.Bayer & G.López, 1989",crs,g
14782,99180,99180,"Gagea fragifera (Vill.) E.Bayer & G.López, 1989",crs,g
14782,99180,99180,"Gagea fragifera (Vill.) E.Bayer & G.López, 1989",crs,g
14782,99180,99180,"Gagea fragifera (Vill.) E.Bayer & G.López, 1989",crs,g
11818,99390,99390,"Galium boreale L., 1753",crs,g
11845,99429,99429,"Galium glaucum L., 1753",crs,g
11845,99429,99429,"Galium glaucum L., 1753",crs,g
11845,99429,99429,"Galium glaucum L., 1753",crs,g
11873,99487,99487,"Galium obliquum Vill., 1785",crs,h
11873,99487,99487,"Galium obliquum Vill., 1785",crs,h
11873,99487,99487,"Galium obliquum Vill., 1785",crs,h
11889,99511,99511,"Galium pumilum Murray, 1770",crs,h
11889,99511,99511,"Galium pumilum Murray, 1770",crs,h
11889,99511,99511,"Galium pumilum Murray, 1770",crs,h
11889,99511,99511,"Galium pumilum Murray, 1770",crs,h
11944,134957,134957,Galium verum L. subsp. verum,crs,h
11945,134958,134958,"Galium verum subsp. wirtgenii (F.W.Schultz) Oborny, 1885",crs,h
11945,134958,134958,"Galium verum subsp. wirtgenii (F.W.Schultz) Oborny, 1885",crs,h
11945,134958,134958,"Galium verum subsp. wirtgenii (F.W.Schultz) Oborny, 1885",crs,h
11945,134958,134958,"Galium verum subsp. wirtgenii (F.W.Schultz) Oborny, 1885",crs,h
11945,134958,134958,"Galium verum subsp. wirtgenii (F.W.Schultz) Oborny, 1885",crs,h
8048,99881,99881,"Gentiana cruciata L., 1753",crs,h
8090,99953,99953,"Gentiana verna L., 1753",crs,h
8097,99982,99982,"Gentianella campestris (L.) Börner, 1912",crs,k-t
8101,99986,99986,"Gentianella germanica (Willd.) Börner, 1912",crs,k-t
8101,99986,99986,"Gentianella germanica (Willd.) Börner, 1912",crs,k-t
8101,99986,99986,"Gentianella germanica (Willd.) Börner, 1912",crs,k-t
8185,100085,100085,"Geranium lucidum L., 1753",crs,t
11166,100225,100225,"Geum urbanum L., 1753",crs,h
8539,100310,100310,"Glechoma hederacea L., 1753",crs,h
8238,100338,100338,"Globularia bisnagarica L., 1753",crs,h
8238,100338,100338,"Globularia bisnagarica L., 1753",crs,h
8238,100338,100338,"Globularia bisnagarica L., 1753",crs,h
8238,100338,100338,"Globularia bisnagarica L., 1753",crs,h
8238,100338,100338,"Globularia bisnagarica L., 1753",crs,h
16327,100398,100398,"Glyceria notata Chevall., 1827",crs,a-g
16327,100398,100398,"Glyceria notata Chevall., 1827",crs,a-g
16327,100398,100398,"Glyceria notata Chevall., 1827",crs,a-g
16327,100398,100398,"Glyceria notata Chevall., 1827",crs,a-g
16327,100398,100398,"Glyceria notata Chevall., 1827",crs,a-g
14963,100551,100551,"Goodyera repens (L.) R.Br., 1813",crs,g
14963,100551,100551,"Goodyera repens (L.) R.Br., 1813",crs,g
14965,100607,100607,"Gymnadenia conopsea (L.) R.Br., 1813",crs,g
14996,100613,100613,"Gymnadenia nigra (L.) Rchb.f., 1856",crs,g
15003,100613,100613,"Gymnadenia nigra (L.) Rchb.f., 1856",crs,g
14996,100613,100613,"Gymnadenia nigra (L.) Rchb.f., 1856",crs,g
5185,100686,100686,"Gypsophila repens L., 1753",crs,c
5185,100686,100686,"Gypsophila repens L., 1753",crs,c
1869,101617,101617,"Hieracium amplexicaule L., 1753",crs,h
1906,101711,101711,"Hieracium bifidum Kit., 1815",crs,h
2080,102106,102106,Hieracium lachenalii Suter,crs,h
2105,102139,102139,"Hieracium lawsonii Vill., 1779",crs,h
2105,102139,102139,"Hieracium lawsonii Vill., 1779",crs,h
2144,102235,102235,"Hieracium murorum L., 1753",crs,h
14974,102797,102797,"Himantoglossum hircinum (L.) Spreng., 1826",crs,g
14867,162131,162131,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",crs,g
14867,162131,162131,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",crs,g
14867,162131,162131,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",crs,g
14867,162131,162131,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",crs,g
14867,162131,162131,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",crs,g
14867,162131,162131,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",crs,g
14867,162131,162131,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",crs,g
7033,102842,102842,"Hippocrepis comosa L., 1753",crs,c
16368,102900,102900,"Holcus lanatus L., 1753",crs,h
2393,102925,102925,"Homogyne alpina (L.) Cass., 1821",crs,h
2393,102925,102925,"Homogyne alpina (L.) Cass., 1821",crs,h
8327,103289,103289,"Hypericum hyssopifolium Chaix, 1785",crs,h
8335,103301,103301,"Hypericum montanum L., 1755",crs,h
8312,103267,103267,"Hypericum x desetangsii Lamotte, 1874",crs,h
8312,103267,103267,"Hypericum x desetangsii Lamotte, 1874",crs,h
2407,103369,103369,"Hypochaeris maculata L., 1753",crs,h
2415,103383,103383,"Hypochaeris uniflora Vill., 1779",crs,h
2415,103383,103383,"Hypochaeris uniflora Vill., 1779",crs,h
2417,103596,103596,"Inula bifrons (L.) L., 1763",crs,h-k
2419,103608,103608,"Inula conyza DC., 1836",crs,h-k
2419,103608,103608,"Inula conyza DC., 1836",crs,h-k
2419,103608,103608,"Inula conyza DC., 1836",crs,h-k
2419,103608,103608,"Inula conyza DC., 1836",crs,h-k
4234,103817,103817,"Isatis tinctoria L., 1753",crs,k-t
4718,104022,104022,"Jasione montana L., 1753",crs,k-t
40223,136899,136899,Juncus alpinoarticulatus Chaix subsp. alpinoarticulatus,crs,h
14569,136899,136899,Juncus alpinoarticulatus Chaix subsp. alpinoarticulatus,crs,h
40223,136899,136899,Juncus alpinoarticulatus Chaix subsp. alpinoarticulatus,crs,h
14569,104111,104111,"Juncus alpinoarticulatus Chaix, 1785",crs,h
14600,104155,104155,"Juncus compressus Jacq., 1762",crs,g
4240,104488,104488,"Kernera saxatilis (L.) Sweet, 1827",crs,h
8576,104889,104889,"Lamium maculatum (L.) L., 1763",crs,h
7089,105230,105230,"Lathyrus niger (L.) Bernh., 1800",crs,g
7097,137138,137138,Lathyrus occidentalis (Fisch. & C.A.Mey.) Fritsch subsp. occidentalis,crs,h
7107,105247,105247,"Lathyrus pratensis L., 1753",crs,g
2504,105490,105490,"Leontodon crispus Vill., 1779",crs,h
2513,137189,137189,Leontodon hispidus L. subsp. hispidus,crs,h
4276,105687,105687,"Lepidium villarsii Godr., 1847",crs,h
2548,105768,105768,"Leucanthemum adustum (W.D.J.Koch) Gremli, 1898",crs,h
2548,105768,105768,"Leucanthemum adustum (W.D.J.Koch) Gremli, 1898",crs,h
2548,105768,105768,"Leucanthemum adustum (W.D.J.Koch) Gremli, 1898",crs,h
14801,148200,148200,"Lilium bulbiferum var. croceum (Chaix) Pers., 1805",crs,g
14801,148200,148200,"Lilium bulbiferum var. croceum (Chaix) Pers., 1805",crs,g
14801,148200,148200,"Lilium bulbiferum var. croceum (Chaix) Pers., 1805",crs,g
14801,148200,148200,"Lilium bulbiferum var. croceum (Chaix) Pers., 1805",crs,g
14805,105989,105989,"Lilium martagon L., 1753",crs,g
14806,105991,105991,"Lilium pomponium L., 1753",crs,g
14806,105991,105991,"Lilium pomponium L., 1753",crs,g
12462,106148,106148,"Linaria angustissima (Loisel.) Borbás, 1900",crs,g-h
12462,106148,106148,"Linaria angustissima (Loisel.) Borbás, 1900",crs,g-h
12462,106148,106148,"Linaria angustissima (Loisel.) Borbás, 1900",crs,g-h
12462,106148,106148,"Linaria angustissima (Loisel.) Borbás, 1900",crs,g-h
9021,106275,106275,"Linum alpinum Jacq., 1762",crs,h
7148,137440,137440,Lotus corniculatus L. subsp. corniculatus,crs,h
7171,106670,106670,"Lotus glaber Mill., 1768",crs,h
7171,106670,106670,"Lotus glaber Mill., 1768",crs,h
7171,106670,106670,"Lotus glaber Mill., 1768",crs,h
7171,106670,106670,"Lotus glaber Mill., 1768",crs,h
7171,106670,106670,"Lotus glaber Mill., 1768",crs,h
7171,106670,106670,"Lotus glaber Mill., 1768",crs,h
14667,106812,106812,"Luzula alpina Hoppe, 1839",crs,h
14671,106818,106818,"Luzula campestris (L.) DC., 1805",crs,h
14671,106818,106818,"Luzula campestris (L.) DC., 1805",crs,h
14671,106818,106818,"Luzula campestris (L.) DC., 1805",crs,h
14671,106818,106818,"Luzula campestris (L.) DC., 1805",crs,h
14699,137507,137507,Luzula multiflora (Ehrh.) Lej. subsp. multiflora,crs,h
14709,106852,106852,"Luzula pedemontana Boiss. & Reut., 1852",crs,h
14709,106852,106852,"Luzula pedemontana Boiss. & Reut., 1852",crs,h
14718,137518,137518,"Luzula spicata subsp. mutabilis Chrtek & Krísa, 1962",crs,h
14721,106861,106861,"Luzula sudetica (Willd.) Schult., 1814",crs,h
14721,106861,106861,"Luzula sudetica (Willd.) Schult., 1814",crs,h
14721,106861,106861,"Luzula sudetica (Willd.) Schult., 1814",crs,h
14721,106861,106861,"Luzula sudetica (Willd.) Schult., 1814",crs,h
16496,107871,107871,"Melica nutans L., 1753",crs,h
8612,108027,108027,"Mentha aquatica L., 1753",crs,g-h
8627,108103,108103,"Mentha longifolia (L.) Huds., 1762",crs,g-h
16509,108537,108537,"Milium effusum L., 1753",crs,g
5288,108698,108698,"Moehringia trinervia (L.) Clairv., 1811",crs,h-t
5288,108698,108698,"Moehringia trinervia (L.) Clairv., 1811",crs,h-t
14371,108874,108874,"Muscari comosum (L.) Mill., 1768",crs,g
14371,108874,108874,"Muscari comosum (L.) Mill., 1768",crs,g
14371,108874,108874,"Muscari comosum (L.) Mill., 1768",crs,g
14375,108898,108898,"Muscari neglectum Guss. ex Ten., 1842",crs,g
14376,108898,108898,"Muscari neglectum Guss. ex Ten., 1842",crs,g
14375,108898,108898,"Muscari neglectum Guss. ex Ten., 1842",crs,g
14375,108898,108898,"Muscari neglectum Guss. ex Ten., 1842",crs,g
3490,108987,108987,"Myosotis alpestris F.W.Schmidt, 1794",crs,h
3490,108987,108987,"Myosotis alpestris F.W.Schmidt, 1794",crs,h
3559,108987,108987,"Myosotis alpestris F.W.Schmidt, 1794",crs,k-t
3508,109015,109015,"Myosotis decumbens Host, 1827",crs,h
3530,109091,109091,"Myosotis scorpioides L., 1753",crs,h
3546,109091,109091,"Myosotis scorpioides L., 1753",crs,h
3546,109091,109091,"Myosotis scorpioides L., 1753",crs,h
3546,109091,109091,"Myosotis scorpioides L., 1753",crs,h
3559,109104,109104,"Myosotis sylvatica Hoffm., 1791",crs,k-t
13634,109291,109291,"Narcissus poeticus L., 1753",crs,g
15199,162206,162206,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",crs,g
15203,109501,109501,"Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",crs,g
4343,109668,109668,"Noccaea brachypetala (Jord.) F.K.Mey., 1973",crs,k
4343,109668,109668,"Noccaea brachypetala (Jord.) F.K.Mey., 1973",crs,k
4343,109668,109668,"Noccaea brachypetala (Jord.) F.K.Mey., 1973",crs,k
4343,109668,109668,"Noccaea brachypetala (Jord.) F.K.Mey., 1973",crs,k
4343,109668,109668,"Noccaea brachypetala (Jord.) F.K.Mey., 1973",crs,k
4343,109668,109668,"Noccaea brachypetala (Jord.) F.K.Mey., 1973",crs,k
4346,138090,138090,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey. subsp. caerulescens,crs,k
7410,110205,110205,"Ononis minutissima L., 1753",crs,z
7410,110205,110205,"Ononis minutissima L., 1753",crs,z
7441,110237,110237,"Ononis striata Gouan, 1773",crs,c
15057,110410,110410,"Ophrys insectifera L., 1753",crs,g
15057,110410,110410,"Ophrys insectifera L., 1753",crs,g
14863,110801,110801,"Orchis anthropophora (L.) All., 1785",crs,g
14863,110801,110801,"Orchis anthropophora (L.) All., 1785",crs,g
15156,110914,110914,"Orchis mascula (L.) L., 1755",crs,g
15162,110920,110920,"Orchis militaris L., 1753",crs,g
15162,110920,110920,"Orchis militaris L., 1753",crs,g
15187,110966,110966,"Orchis purpurea Huds., 1762",crs,g
15187,110966,110966,"Orchis purpurea Huds., 1762",crs,g
16553,111236,111236,"Oreochloa seslerioides (All.) K.Richt., 1890",crs,h
16553,111236,111236,"Oreochloa seslerioides (All.) K.Richt., 1890",crs,h
16553,111236,111236,"Oreochloa seslerioides (All.) K.Richt., 1890",crs,h
16553,111236,111236,"Oreochloa seslerioides (All.) K.Richt., 1890",crs,h
16553,111236,111236,"Oreochloa seslerioides (All.) K.Richt., 1890",crs,h
8693,138444,138444,Origanum vulgare L. subsp. vulgare,crs,c-h
14399,111391,111391,"Ornithogalum umbellatum L., 1753",crs,g
14399,111391,111391,"Ornithogalum umbellatum L., 1753",crs,g
14399,111391,111391,"Ornithogalum umbellatum L., 1753",crs,g
14399,111391,111391,"Ornithogalum umbellatum L., 1753",crs,g
40169,112011,112011,"Pachypleurum mutellinoides (Crantz) Holub, 1983",crs,h
40169,112011,112011,"Pachypleurum mutellinoides (Crantz) Holub, 1983",crs,h
40169,112011,112011,"Pachypleurum mutellinoides (Crantz) Holub, 1983",crs,h
13112,112410,112410,"Parietaria judaica L., 1756",crs,h
13112,112410,112410,"Parietaria judaica L., 1756",crs,h
13112,112410,112410,"Parietaria judaica L., 1756",crs,h
17158,112421,112421,"Paris quadrifolia L., 1753",crs,g
5300,138658,138658,Petrorhagia saxifraga (L.) Link subsp. saxifraga,crs,c
5300,138658,138658,Petrorhagia saxifraga (L.) Link subsp. saxifraga,crs,c
16662,113219,113219,"Phleum phleoides (L.) H.Karst., 1880",crs,h
16662,113219,113219,"Phleum phleoides (L.) H.Karst., 1880",crs,h
16662,113219,113219,"Phleum phleoides (L.) H.Karst., 1880",crs,h
9615,113810,113810,"Plantago argentea Chaix, 1785",crs,h
9655,113893,113893,"Plantago lanceolata L., 1753",crs,h
9663,113904,113904,"Plantago major L., 1753",crs,h
9670,113906,113906,"Plantago media L., 1753",crs,h
9685,113957,113957,"Plantago sempervirens Crantz, 1766",crs,c
9685,113957,113957,"Plantago sempervirens Crantz, 1766",crs,c
9685,113957,113957,"Plantago sempervirens Crantz, 1766",crs,c
16696,114105,114105,"Poa alpina L., 1753",crs,h
16716,114136,114136,"Poa bulbosa L., 1753",crs,g-h
16728,114160,114160,"Poa compressa L., 1753",crs,g-h
16747,114243,114243,"Poa hybrida Gaudin, 1808",crs,h
16747,114243,114243,"Poa hybrida Gaudin, 1808",crs,h
16758,114297,114297,"Poa nemoralis L., 1753",crs,h
16758,114297,114297,"Poa nemoralis L., 1753",crs,h
16758,114297,114297,"Poa nemoralis L., 1753",crs,h
16763,114312,114312,"Poa palustris L., 1759",crs,h
16767,114332,114332,"Poa pratensis L., 1753",crs,h
16767,114332,114332,"Poa pratensis L., 1753",crs,h
16782,114398,114398,"Poa supina Schrad., 1806",crs,h
16782,114398,114398,"Poa supina Schrad., 1806",crs,h
16782,114398,114398,"Poa supina Schrad., 1806",crs,h
16782,114398,114398,"Poa supina Schrad., 1806",crs,h
16782,114398,114398,"Poa supina Schrad., 1806",crs,h
16788,139023,139023,"Poa trivialis subsp. sylvicola (Guss.) H.Lindb., 1906",crs,h
16788,139023,139023,"Poa trivialis subsp. sylvicola (Guss.) H.Lindb., 1906",crs,h
16788,139023,139023,"Poa trivialis subsp. sylvicola (Guss.) H.Lindb., 1906",crs,h
13811,114611,114611,"Polygonatum multiflorum (L.) All., 1785",crs,g
13811,114611,114611,"Polygonatum multiflorum (L.) All., 1785",crs,g
13812,114612,114612,"Polygonatum odoratum (Mill.) Druce, 1906",crs,g
13812,114612,114612,"Polygonatum odoratum (Mill.) Druce, 1906",crs,g
13812,114612,114612,"Polygonatum odoratum (Mill.) Druce, 1906",crs,g
13812,114612,114612,"Polygonatum odoratum (Mill.) Druce, 1906",crs,g
13812,114612,114612,"Polygonatum odoratum (Mill.) Druce, 1906",crs,g
13814,114616,114616,"Polygonatum verticillatum (L.) All., 1785",crs,g
13814,114616,114616,"Polygonatum verticillatum (L.) All., 1785",crs,g
17097,115280,115280,"Potamogeton natans L., 1753",crs,a
11193,115395,115395,"Potentilla alba L., 1753",crs,h
11200,115407,115407,"Potentilla argentea L., 1753",crs,h
11214,115437,115437,"Potentilla cinerea Chaix ex Vill., 1779",crs,c
11214,115437,115437,"Potentilla cinerea Chaix ex Vill., 1779",crs,c
11214,115437,115437,"Potentilla cinerea Chaix ex Vill., 1779",crs,c
11214,115437,115437,"Potentilla cinerea Chaix ex Vill., 1779",crs,c
11214,115437,115437,"Potentilla cinerea Chaix ex Vill., 1779",crs,c
11214,115437,115437,"Potentilla cinerea Chaix ex Vill., 1779",crs,c
11225,115470,115470,"Potentilla erecta (L.) Räusch., 1797",crs,h
11241,115526,115526,"Potentilla inclinata Vill., 1788",crs,h
11241,115526,115526,"Potentilla inclinata Vill., 1788",crs,h
11241,115526,115526,"Potentilla inclinata Vill., 1788",crs,h
11249,115554,115554,"Potentilla micrantha Ramond ex DC., 1805",crs,h
11249,115554,115554,"Potentilla micrantha Ramond ex DC., 1805",crs,h
11254,115566,115566,"Potentilla neglecta Baumg., 1816",crs,h
11276,115620,115620,"Potentilla recta L., 1753",crs,h
11276,115620,115620,"Potentilla recta L., 1753",crs,h
11277,115624,115624,"Potentilla reptans L., 1753",crs,h
11290,115678,115678,"Potentilla thuringiaca Bernh. ex Link, 1822",crs,h
11290,115678,115678,"Potentilla thuringiaca Bernh. ex Link, 1822",crs,h
2740,115813,115813,"Prenanthes purpurea L., 1753",crs,h
8706,115993,115993,"Prunella grandiflora (L.) Schöller, 1775",crs,h
8706,115993,115993,"Prunella grandiflora (L.) Schöller, 1775",crs,h
8710,115998,115998,"Prunella laciniata (L.) L., 1763",crs,h
8710,115998,115998,"Prunella laciniata (L.) L., 1763",crs,h
8710,115998,115998,"Prunella laciniata (L.) L., 1763",crs,h
8710,115998,115998,"Prunella laciniata (L.) L., 1763",crs,h
8712,116012,116012,"Prunella vulgaris L., 1753",crs,h
15214,116206,116206,"Pseudorchis albida (L.) Á.Löve & D.Löve, 1969",crs,g
16811,116348,116348,"Puccinellia distans (L.) Parl., 1850",crs,h
10623,139605,139605,Ranunculus acris L. subsp. acris,crs,h
10646,116952,116952,"Ranunculus bulbosus L., 1753",crs,h
2755,117426,117426,"Reichardia picroides (L.) Roth, 1787",crs,h
2755,117426,117426,"Reichardia picroides (L.) Roth, 1787",crs,h
2755,117426,117426,"Reichardia picroides (L.) Roth, 1787",crs,h
10865,117458,117458,"Reseda lutea L., 1753",crs,k
11573,119149,119149,"Rubus idaeus L., 1753",crs,d
10114,140321,140321,Rumex acetosa L. subsp. acetosa,crs,h
10166,140333,140333,"Rumex acetosa subsp. nebroides (Campd.) Maire & Petitm., 1908",crs,h
10166,140333,140333,"Rumex acetosa subsp. nebroides (Campd.) Maire & Petitm., 1908",crs,h
10118,119419,119419,"Rumex acetosella L., 1753",crs,h
10118,119419,119419,"Rumex acetosella L., 1753",crs,h
10130,119450,119450,"Rumex arifolius All., 1773",crs,h
10130,119450,119450,"Rumex arifolius All., 1773",crs,h
5327,119798,119798,"Sagina glabra (Willd.) Fenzl, 1833",crs,c
5327,119798,119798,"Sagina glabra (Willd.) Fenzl, 1833",crs,c
5327,119798,119798,"Sagina glabra (Willd.) Fenzl, 1833",crs,c
8717,120619,120619,"Salvia aethiopis L., 1753",crs,h-t
8742,120685,120685,"Salvia pratensis L., 1753",crs,h
8745,120691,120691,"Salvia sclarea L., 1753",crs,k
8753,120703,120703,"Salvia verticillata L., 1753",crs,h
586,120772,120772,"Sanicula europaea L., 1753",crs,h
6333,121334,121334,"Scabiosa columbaria L., 1753",crs,h
6349,121367,121367,"Scabiosa lucida Vill., 1779",crs,h
6366,121414,121414,"Scabiosa triandra L., 1753",crs,h
6366,121414,121414,"Scabiosa triandra L., 1753",crs,h
6366,121414,121414,"Scabiosa triandra L., 1753",crs,h
2792,121937,121937,"Scorzonera aristata Ramond ex DC., 1805",crs,h
15239,122837,122837,"Serapias vomeracea (Burm.f.) Briq., 1910",crs,g
5379,123425,123425,"Silene campanula Pers., 1805",crs,h
5399,151786,151786,Silene dioica (L.) Clairv. var. dioica,crs,h-k
5399,151786,151786,Silene dioica (L.) Clairv. var. dioica,crs,h-k
5399,151786,151786,Silene dioica (L.) Clairv. var. dioica,crs,h-k
5399,151786,151786,Silene dioica (L.) Clairv. var. dioica,crs,h-k
5399,151786,151786,Silene dioica (L.) Clairv. var. dioica,crs,h-k
5399,151786,151786,Silene dioica (L.) Clairv. var. dioica,crs,h-k
5428,123522,123522,"Silene latifolia Poir., 1789",crs,k-t
5514,141214,141214,Silene vulgaris (Moench) Garcke subsp. vulgaris,crs,h
5514,141214,141214,Silene vulgaris (Moench) Garcke subsp. vulgaris,crs,h
5512,141212,141212,"Silene vulgaris subsp. prostrata (Gaudin) Schinz & Thell., 1923",crs,g-h
5512,141212,141212,"Silene vulgaris subsp. prostrata (Gaudin) Schinz & Thell., 1923",crs,g-h
5512,141212,141212,"Silene vulgaris subsp. prostrata (Gaudin) Schinz & Thell., 1923",crs,g-h
5512,141212,141212,"Silene vulgaris subsp. prostrata (Gaudin) Schinz & Thell., 1923",crs,g-h
12953,124034,124034,"Solanum dulcamara L., 1753",crs,c.li
2974,141299,141299,Solidago virgaurea L. subsp. virgaurea,crs,h
8853,124814,124814,"Stachys sylvatica L., 1753",crs,h
5571,125000,125000,"Stellaria graminea L., 1753",crs,h
5582,141461,141461,"Stellaria nemorum subsp. montana (Pierrat) Berher, 1887",crs,h
5582,141461,141461,"Stellaria nemorum subsp. montana (Pierrat) Berher, 1887",crs,h
5582,141461,141461,"Stellaria nemorum subsp. montana (Pierrat) Berher, 1887",crs,h
5582,141461,141461,"Stellaria nemorum subsp. montana (Pierrat) Berher, 1887",crs,h
3036,125502,125502,"Taraxacum aquilonare Hand.-Mazz., 1912",crs,h
3128,125686,125686,"Taraxacum palustre (Lyons) Symons, 1798",crs,h
3128,125686,125686,"Taraxacum palustre (Lyons) Symons, 1798",crs,h
3157,125747,125747,"Taraxacum schroeterianum Hand.-Mazz., 1905",crs,h
3209,126821,126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",crs,h
3209,126821,126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",crs,h
3213,127002,127002,"Tragopogon crocifolius L., 1759",crs,k
3215,127005,127005,"Tragopogon dubius Scop., 1772",crs,k
3228,127028,127028,"Tragopogon porrifolius L., 1753",crs,k
3235,141820,141820,"Tragopogon pratensis subsp. orientalis (L.) Celak., 1871",crs,k
3235,141820,141820,"Tragopogon pratensis subsp. orientalis (L.) Celak., 1871",crs,k
15246,127117,127117,"Traunsteinera globosa (L.) Rchb., 1842",crs,g
15246,127117,127117,"Traunsteinera globosa (L.) Rchb., 1842",crs,g
7590,127237,127237,"Trifolium badium Schreb., 1804",crs,h-k
7680,127439,127439,"Trifolium pratense L., 1753",crs,h-t
7696,127454,127454,"Trifolium repens L., 1753",crs,c-h
701,127595,127595,"Trinia glauca (L.) Dumort., 1827",crs,k
16969,141949,141949,Trisetum flavescens (L.) P.Beauv. subsp. flavescens,crs,h
16969,127660,127660,"Trisetum flavescens (L.) P.Beauv., 1812",crs,h
14822,142001,142001,"Tulipa sylvestris subsp. australis (Link) Pamp., 1914",crs,g
4548,128012,128012,"Turritis glabra L., 1753",crs,k
4548,128012,128012,"Turritis glabra L., 1753",crs,k
4548,128012,128012,"Turritis glabra L., 1753",crs,k
3244,128042,128042,"Tussilago farfara L., 1753",crs,g
13146,128394,128394,"Valeriana dioica L., 1753",crs,g
13157,128419,128419,"Valeriana officinalis L., 1753",crs,h
13165,142073,142073,"Valeriana officinalis subsp. tenuifolia (Vahl) Schübler & G.Martens, 1834",crs,h
13165,142073,142073,"Valeriana officinalis subsp. tenuifolia (Vahl) Schübler & G.Martens, 1834",crs,h
13165,142073,142073,"Valeriana officinalis subsp. tenuifolia (Vahl) Schübler & G.Martens, 1834",crs,h
13165,142073,142073,"Valeriana officinalis subsp. tenuifolia (Vahl) Schübler & G.Martens, 1834",crs,h
13173,128431,128431,"Valeriana rotundifolia Vill., 1787",crs,h
12791,128546,128546,"Verbascum boerhavii L., 1767",crs,k
12791,128546,128546,"Verbascum boerhavii L., 1767",crs,k
12792,128555,128555,"Verbascum chaixii Vill., 1779",crs,h-k
12798,128567,128567,"Verbascum densiflorum Bertol., 1810",crs,k-t
12798,128567,128567,"Verbascum densiflorum Bertol., 1810",crs,k-t
12798,128567,128567,"Verbascum densiflorum Bertol., 1810",crs,k-t
12798,128567,128567,"Verbascum densiflorum Bertol., 1810",crs,k-t
12800,128602,128602,"Verbascum lychnitis L., 1753",crs,k
12803,128615,128615,"Verbascum nigrum L., 1753",crs,h-k
12805,128627,128627,"Verbascum phlomoides L., 1753",crs,k-t
12805,128627,128627,"Verbascum phlomoides L., 1753",crs,k-t
12814,128660,128660,"Verbascum thapsus L., 1753",crs,k-t
12816,142108,142108,"Verbascum thapsus subsp. montanum (Schrad.) Bonnier & Layens, 1894",crs,k-t
12816,142108,142108,"Verbascum thapsus subsp. montanum (Schrad.) Bonnier & Layens, 1894",crs,k-t
12816,142108,142108,"Verbascum thapsus subsp. montanum (Schrad.) Bonnier & Layens, 1894",crs,k-t
12816,142108,142108,"Verbascum thapsus subsp. montanum (Schrad.) Bonnier & Layens, 1894",crs,k-t
12840,128808,128808,"Veronica beccabunga L., 1753",crs,h
12845,128832,128832,"Veronica chamaedrys L., 1753",crs,c-h
12891,142164,142164,Veronica serpyllifolia L. subsp. serpyllifolia,crs,h
12889,142160,142160,"Veronica serpyllifolia subsp. humifusa (Dicks.) Syme, 1866",crs,h
12889,142160,142160,"Veronica serpyllifolia subsp. humifusa (Dicks.) Syme, 1866",crs,h
12889,142160,142160,"Veronica serpyllifolia subsp. humifusa (Dicks.) Syme, 1866",crs,h
12889,142160,142160,"Veronica serpyllifolia subsp. humifusa (Dicks.) Syme, 1866",crs,h
7796,129147,129147,"Vicia cracca L., 1753",crs,h.li
7873,129322,129322,"Vicia tenuifolia Roth, 1788",crs,h.li
10388,80007,80007,"Aconitum anthora L., 1753",css,h
1087,80190,80190,"Adenostyles leucophylla (Willd.) Rchb., 1831",css,h
